Date,day,camping0T1,camping0T2,camping0T3,camping0T2P,camping1T1,camping1T2,camping1T3,camping1T2P,camping2T1,camping2T2,camping2T3,camping2T2P,camping3T1,camping3T2,camping3T3,camping3T2P,camping4T1,camping4T2,camping4T3,camping4T2P,camping5T1,camping5T2,camping5T3,camping5T2P,camping6T1,camping6T2,camping6T3,camping6T2P,camping7T1,camping7T2,camping7T3,camping7T2P,camping8T1,camping8T2,camping8T3,camping8T2P,entrance0T1,entrance0T2,entrance0T3,entrance0T4,entrance0T5,entrance0T6,entrance1T1,entrance1T2,entrance1T3,entrance1T4,entrance1T5,entrance1T6,entrance2T1,entrance2T2,entrance2T3,entrance2T4,entrance2T5,entrance2T6,entrance3T1,entrance3T2,entrance3T3,entrance3T4,entrance3T5,entrance3T6,entrance4T1,entrance4T2,entrance4T3,entrance4T4,entrance4T5,entrance4T6,gate0T2P,gate1T2P,gate2T2P,gate3T4,gate3T2P,gate4T2P,gate5T4,gate5T2P,gate6T4,gate6T2P,gate7T2P,gate8T2P,general-gate0T1,general-gate0T2,general-gate0T3,general-gate0T2P,general-gate1T1,general-gate1T2,general-gate1T3,general-gate1T4,general-gate1T5,general-gate1T6,general-gate1T2P,general-gate2T1,general-gate2T2,general-gate2T3,general-gate2T4,general-gate2T5,general-gate2T6,general-gate2T2P,general-gate3T1,general-gate3T2,general-gate3T3,general-gate3T2P,general-gate4T1,general-gate4T2,general-gate4T3,general-gate4T4,general-gate4T5,general-gate4T6,general-gate4T2P,general-gate5T1,general-gate5T2,general-gate5T3,general-gate5T4,general-gate5T5,general-gate5T6,general-gate5T2P,general-gate6T1,general-gate6T2,general-gate6T3,general-gate6T2P,general-gate7T1,general-gate7T2,general-gate7T3,general-gate7T4,general-gate7T5,general-gate7T6,general-gate7T2P,ranger-baseT2P,ranger-stop0T1,ranger-stop0T2,ranger-stop0T3,ranger-stop0T4,ranger-stop0T5,ranger-stop0T6,ranger-stop0T2P,ranger-stop1T1,ranger-stop1T2P,ranger-stop2T1,ranger-stop2T2,ranger-stop2T3,ranger-stop2T4,ranger-stop2T5,ranger-stop2T6,ranger-stop2T2P,ranger-stop3T4,ranger-stop3T2P,ranger-stop4T2P,ranger-stop5T2P,ranger-stop6T4,ranger-stop6T2P,ranger-stop7T2P
3/10/2016,315,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,1,,,1,2,1,,,,1,3,1,1,,1,5,3,1,2,,,5,3,1,,,,,,,,4,2,,4,,2,2,4,,,,,6,6,,1,,1,,6,6,,1,,1,,,,,1,2,2,,,,,,5,3,,,,,3,,,,,3,2,1,,,,,4,6,6,,1,,1,,,,6,6,,1,,1,,,4,,2,,4,2
3/11/2016,316,1,,,2,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,1,,,,,3,1,,1,1,2,2,,,1,,2,2,,,,,3,3,1,,,2,1,1,2,,,,2,2,2,,,,,5,,3,,6,,,,,2,2,2,,,,1,2,2,2,,,,1,,,,,1,1,,,1,,,1,1,2,,,,1,,,,,3,2,,,1,,2,6,2,2,2,,,,3,,2,2,2,2,,,,3,,,,,,5,
3/12/2016,317,1,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,3,1,2,1,,,,2,1,3,1,,,,1,,2,1,,1,,1,,,,1,1,1,1,1,,1,1,2,,2,2,,3,,3,2,6,,,,,1,3,1,1,,,5,1,3,1,1,,,7,,,,1,,1,2,1,,,4,1,1,1,,,,6,,,,,1,1,3,1,,,6,6,1,3,1,1,,,9,,2,1,3,1,1,,,9,,2,4,2,,4,2
3/13/2016,318,2,,,2,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,1,2,3,,,1,,1,1,,3,,,3,3,,1,,1,1,2,,4,1,,5,2,,2,,1,2,2,2,,4,4,,6,,4,,8,,,,,4,3,,3,,,4,4,3,,3,,,4,,,,1,4,,,1,,,3,3,1,,2,,,5,,,,,5,1,,3,,,6,8,4,3,,3,,,6,,2,4,3,,3,,,5,,4,2,4,,6,
3/14/2016,319,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,2,,,,2,1,2,,1,,,3,1,,1,2,,6,2,1,2,,,1,2,,2,1,,1,,1,,1,,1,1,,,,2,,3,,1,,4,,,,,5,2,,2,1,,1,5,2,,2,1,,1,,,,,3,,,,1,,,1,,,,1,,1,2,,,2,3,1,,1,2,,1,4,5,2,,2,1,,1,,,5,2,,2,1,,1,,,,2,,5,
3/15/2016,320,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,,1,,1,1,,,1,2,1,,2,1,,1,1,,2,2,,1,3,1,1,1,,,,2,,4,4,,5,,3,,6,,,,,3,4,1,3,2,,1,3,4,1,3,2,,1,,,,2,2,1,1,,,1,,1,3,1,1,1,,3,,,,,2,1,1,,,1,2,6,3,4,1,3,2,,1,,2,3,4,1,3,2,,2,,4,,4,,7,
3/16/2016,321,,,,,,,,,,,,,,,,4,,,,2,,,,6,,,2,,,,,,,,,,2,1,1,2,1,,1,1,,,2,,3,,3,,,,2,,2,2,1,,,,2,,2,,,,,,2,2,,7,,7,2,8,,,,,3,,3,,2,,1,3,,3,,2,,1,,,,,,1,,,1,,1,,,1,,2,,3,,,,,1,1,,,2,,9,8,3,,3,,2,,2,,,3,,3,,2,,1,,2,2,2,,7,2
3/17/2016,322,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,,,,,2,2,1,1,,1,3,,,,1,1,5,2,1,,1,,1,2,,,1,,1,,,1,1,,,,,,,4,,4,,4,2,8,,,,,5,2,1,1,2,,2,5,2,1,1,2,,4,,,,,3,,,,1,1,2,,,,1,1,,4,,,,2,4,,,,1,1,4,8,5,2,1,1,2,,4,,,5,2,1,1,2,,6,,,2,4,,5,2
3/18/2016,323,1,,,,,,,,,1,,4,,,,,,,,2,,,,,,,2,,,,,,,,,2,2,2,1,,,,2,1,,1,,,1,2,4,,,,2,,1,,,,1,2,2,1,,,,,2,,6,4,,8,,6,4,8,,,,,1,4,2,1,,,2,1,4,2,1,,,2,,,,2,2,2,,1,,,2,1,2,1,1,,,6,,,,,3,2,,1,,,5,8,1,4,2,1,,,3,,2,1,4,2,1,,,3,,6,2,4,,9,4
3/19/2016,324,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2,1,1,3,1,1,,,2,1,2,,1,,1,1,1,2,,,3,,,,1,,,1,3,1,,,,,,,4,2,,4,,2,2,6,,,,,1,2,4,1,,,2,1,2,4,1,,,2,,,,1,1,1,3,,,,2,,1,3,,,,5,,,,,3,1,3,,1,,2,6,1,2,4,1,,,3,,,1,2,4,1,,,3,,4,2,2,,4,2
3/20/2016,325,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,2,,,,1,3,1,1,,1,1,2,1,1,,1,1,2,1,2,,,2,2,,2,,,2,3,1,,,,,,,,2,2,,4,,4,2,4,,,,,3,1,2,2,,,,3,1,2,2,,,2,,,,,1,1,1,1,,1,,1,1,1,,,,4,,,,2,2,2,1,1,,1,2,4,3,1,2,2,,,2,,,3,1,2,2,,,2,,2,,2,,4,2
3/21/2016,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,5,1,,,,1,2,1,,1,,1,1,2,2,2,,,2,4,1,1,,,2,2,1,2,,1,,,,,6,2,,6,,4,4,6,,,,,3,4,1,2,,1,,3,4,1,2,,1,,,,,1,1,,,1,,2,,2,3,,1,,1,5,,2,,,2,1,,1,,2,,6,3,4,1,2,,1,,,,3,4,1,2,,1,,,6,,2,,6,4
3/22/2016,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,,,,1,,1,,1,1,2,,2,1,,,2,,1,1,,1,1,,3,,,,,,,,,,2,,2,2,2,,,,,,1,,3,1,,,,1,,3,1,,,,,,,,,,1,,,,,1,,2,,,,,2,,,,1,,1,,,,2,,1,,3,1,,,,,,1,,3,1,,,,,,,,2,2
3/23/2016,328,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,3,4,,,1,1,,2,,,4,,,3,1,,,,,1,,,1,,,2,1,,,1,,,,,,6,4,,6,,4,2,8,,,,,3,,,,1,,,3,,,,1,,4,,,,1,4,,,1,,,,1,,,,1,,9,,,,2,4,,,2,,,2,8,3,,,,1,,4,,,3,,,,1,,4,,6,2,4,,6,2
3/24/2016,329,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,,,,5,3,,1,,,,1,,2,,1,1,1,1,2,,,1,2,1,4,,1,1,1,2,,,,,2,,2,,2,,,,,2,2,1,4,,,,1,2,1,4,,,,,,,,4,3,,2,,,,1,2,1,3,,,,,,,,5,3,,2,,,1,2,1,2,1,4,,,,,2,2,2,1,4,,,,,,,,,2,
3/25/2016,330,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,4,2,,2,1,,1,4,,2,,,1,3,,1,1,1,4,3,,,,1,4,1,,,,,,,,,2,2,,2,,,,2,,,,,4,4,,1,1,1,,5,4,,1,1,1,,,,,1,1,3,,1,,,,4,1,,,,,1,,,,,2,4,,1,,,,2,5,4,,1,1,1,,,,4,4,,1,1,1,,,2,,2,,2,
3/26/2016,331,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,1,3,,1,1,,,4,1,,2,,,4,1,1,1,,,1,1,,2,,,4,1,2,,,,,,2,,2,2,,4,,2,2,4,,,,,6,3,1,1,,,,6,3,1,1,,,,,,,1,4,2,,1,,,,3,2,1,,,,1,,,,,4,2,,2,,,3,4,6,3,1,1,,,,,2,6,3,1,1,,,,,2,2,2,,5,2
3/27/2016,332,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,,1,,3,3,,1,,1,3,2,,1,,,2,,,1,1,1,3,1,1,1,,,,,,,4,4,,4,,,,6,,,,,5,1,1,2,,,2,5,1,1,2,,,2,,,,2,5,3,,1,,,2,3,,1,1,,,4,,,,,6,3,,1,,1,2,6,5,1,1,2,,,3,,,5,1,1,2,,,3,,4,2,4,,4,
3/28/2016,333,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,2,2,2,,,,,1,2,1,1,,,2,2,1,1,1,,2,2,,,,,2,2,,,1,,,,2,,4,4,,6,,4,2,6,,,,,3,2,1,1,,,2,3,2,1,1,,,2,,,,2,3,2,1,1,,,2,1,1,,,,,4,,,,,3,2,1,1,,,5,6,3,2,1,1,,,3,,2,3,2,1,1,,,3,,4,2,4,,7,2
3/29/2016,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,4,,,,,,3,2,,1,1,,2,1,,,,,2,2,,,,,3,1,,1,,,,,,,4,2,,4,,2,2,4,,,,,5,4,,1,,,,5,4,,1,,,,,,,1,3,2,,1,,,,3,1,,1,,,3,,,,,3,2,,1,,,,4,5,4,,1,,,,,,5,4,,1,,,,,4,,2,,4,2
3/30/2016,335,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,2,3,,3,,,2,2,,2,,2,,2,1,,,2,2,4,2,2,,2,,,1,,,2,,4,4,,4,,2,2,4,,,,,4,,,,2,2,2,4,,,,2,2,2,,,,2,5,,,1,2,,2,2,,,,,1,4,,,,,5,,,2,3,,3,4,4,,,,2,2,3,,2,4,,,,2,2,3,,4,2,4,,5,2
3/31/2016,336,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,3,4,1,,,,3,3,,,1,,1,1,,2,,,1,3,,2,1,1,2,1,1,,1,1,,,,,4,,,2,,2,2,4,,,,,3,2,2,2,2,1,,3,2,1,2,2,1,,,,,,3,3,1,,1,,,2,1,1,,1,1,4,,,,,3,3,1,,1,,,4,3,2,1,2,2,1,,,,3,2,2,2,2,1,,,4,,,,2,2
4/1/2016,337,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,2,,,1,,1,3,2,1,1,2,,2,,1,3,1,,3,3,,1,2,,2,1,1,2,2,,1,1,,,,,,1,,1,,2,,,,,4,1,1,1,2,,1,4,1,2,1,2,,1,,,,,4,,1,1,1,1,,2,1,1,,2,,1,,,,,5,2,1,1,2,1,1,2,4,1,2,1,2,,2,,,4,1,1,1,2,,1,,,,,,1,
4/2/2016,338,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,3,3,2,1,,2,,,3,2,2,2,2,2,1,2,,,,2,1,1,,2,1,2,1,2,2,,,,,,,6,6,,6,,,,6,,,,,4,2,2,2,,,,4,2,2,2,,,,1,,,3,,3,1,2,1,,,2,1,1,2,,,3,,,,,1,3,2,2,2,1,,6,4,2,2,2,,,,,,4,2,2,2,,,,,6,,6,,6,
4/3/2016,339,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,2,,,,,1,3,,1,,,2,1,1,1,,,3,1,1,1,1,,2,2,1,,1,,1,1,1,1,,,1,1,,,2,,,3,,3,2,4,,,,,2,3,2,2,1,,1,2,2,2,2,1,,3,,,,,1,2,1,1,,,,,1,1,1,,,5,,,,2,3,2,1,1,,,1,4,2,3,2,2,1,,4,,,2,3,2,2,1,,1,,2,,,,3,2
4/4/2016,340,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,3,2,1,1,1,2,,1,2,1,,,1,1,3,,,1,,,2,2,,1,1,,2,1,1,,,,,2,,6,6,,6,,2,2,8,,,,,1,4,1,1,1,,4,1,5,1,1,1,,4,,,,3,1,3,1,,,,4,,2,1,1,,,7,,,,,1,3,2,,,1,5,8,1,4,1,1,1,,6,,2,1,4,1,1,1,,6,,6,4,6,,7,2
4/5/2016,341,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,2,,4,1,3,,1,,3,1,,,2,1,,3,2,,1,2,1,1,,,,1,3,1,3,,,1,1,2,,6,6,,9,,5,2,8,,,,,1,3,2,3,,1,1,1,3,2,3,,1,1,,,,2,,2,2,,,2,,1,3,,2,,,5,1,,,,,3,1,,,2,3,8,1,3,2,3,,1,1,,2,1,3,2,3,,1,2,,6,2,6,,9,2
4/6/2016,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,1,2,1,1,1,3,2,2,1,1,,4,1,1,1,,1,3,5,2,1,,3,4,3,2,,,1,,,2,,2,2,,4,,2,,6,,,,,5,4,3,1,,2,2,5,4,3,1,,2,2,,,,1,2,,,1,1,,2,3,3,2,,,1,3,,,,,3,2,2,1,1,,4,6,5,4,3,1,,2,3,,2,5,4,3,1,,2,3,,2,2,2,,4,
4/7/2016,343,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,1,,,,1,2,1,1,2,,,2,,1,,,,6,,,2,,1,3,1,,,,2,,,,,6,2,,6,,4,4,8,,,,,6,1,1,,,2,2,6,1,1,,,2,2,,,,1,1,2,1,,,,2,4,1,,,,2,7,1,,,,2,2,1,2,,,2,8,6,1,1,,,2,3,,,6,1,1,,,2,3,,6,2,2,,6,4
4/8/2016,344,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,5,,1,,1,,1,,,,1,2,1,1,,,1,2,2,1,2,,1,,6,1,1,,,1,1,2,,,,,1,,1,,2,,,,,1,5,1,1,,1,1,1,5,1,1,,1,1,1,,,,,2,,,,1,,,5,1,1,,,1,,,1,,1,2,,,,1,1,2,1,5,1,1,,1,1,,2,1,5,1,1,,1,2,,,,,,1,
4/9/2016,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,1,,,1,,2,1,1,,,,2,5,,2,,,3,1,1,2,,,1,2,,,1,,,,,,2,2,,4,,4,2,4,,,,,4,3,,2,1,,,3,3,,2,1,,,,,,,2,1,,,,,,1,1,,,1,,4,,1,,,2,1,1,,,,2,4,4,3,,2,1,,,,,4,3,,2,1,,,,2,2,2,,4,2
4/10/2016,346,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,7,1,4,1,,1,1,1,3,1,,1,1,1,1,1,,3,4,3,2,1,,2,2,2,,,,,,,,2,,,2,,2,2,2,,,,,3,4,3,1,1,,,4,4,3,1,1,,,,,,,1,2,,2,1,,,2,2,2,,,,2,,,,,2,3,1,3,1,,,2,3,4,3,1,1,,,,,3,4,3,1,1,,,,2,,,,2,2
4/11/2016,347,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,3,2,2,,,,,2,2,1,,,4,2,1,1,,1,4,4,2,,,1,6,2,,2,,,,,2,,4,2,,4,,4,4,4,,,,,5,2,1,1,,1,2,5,2,1,1,,1,2,,,,1,,2,2,1,,,2,4,1,,1,,,5,,,,,,4,2,1,,,3,4,5,2,1,1,,1,3,,2,5,2,1,1,,1,3,,4,2,2,,5,4
4/12/2016,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,1,2,,2,,,4,1,1,1,1,1,3,2,1,,,4,3,2,,,,4,2,,,1,1,,,2,,2,2,,4,,2,,6,,,,,5,6,2,1,1,1,,5,6,2,1,1,1,2,,,,1,,4,1,1,1,1,,4,2,,,1,1,3,,,,,,4,1,1,1,1,2,6,5,6,2,1,1,1,4,,2,5,6,2,1,1,1,,,2,,2,,4,
4/13/2016,349,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,5,2,2,3,1,2,,1,1,1,2,,1,1,2,2,,,5,,3,1,,,2,,1,1,1,2,,,,,,,,2,,2,2,2,,,,,3,1,4,3,1,2,,3,1,4,3,1,2,,,,,,1,1,1,1,2,,,2,,2,1,1,2,,,,1,,1,1,1,1,2,,,2,3,1,4,3,1,2,,,,3,1,4,3,1,2,,,,,,,2,2
4/14/2016,350,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,2,5,4,,,1,,2,3,1,,,,1,2,1,,1,,2,,,,2,,2,4,,,,,,,1,,4,4,,4,,2,2,3,,,,,4,3,1,,1,,1,3,3,1,,1,,1,,,,2,2,3,1,,,,1,2,2,,,,,3,,,,,3,3,1,,,,1,3,4,3,1,,1,,1,,1,4,3,1,,1,,2,,4,,4,,5,2
4/15/2016,351,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,1,4,1,,2,1,,4,,1,2,1,,5,2,1,2,,1,5,1,1,,1,,7,1,3,,1,1,,,3,,2,2,,2,,2,2,3,,,,,10,2,2,2,1,,3,10,2,2,2,1,,3,,,,1,3,,1,2,1,,3,6,1,2,,1,,4,,1,,,4,,1,2,1,,5,3,10,2,2,2,1,,5,,3,10,2,2,2,1,,4,,2,4,2,,3,2
4/16/2016,352,,,,,,,,,,,,2,,,,,,1,,,1,,,,1,,,2,,,,,,,,1,2,1,4,2,1,,2,,1,2,,,8,1,3,,,,7,1,2,,1,1,3,,,,,1,,,2,,2,2,,6,,4,,6,,,,,9,1,3,,,1,,10,1,3,,,1,2,,,,1,2,,1,2,,,,3,,,,,1,3,,,,,3,1,1,2,,,4,6,9,1,3,,,1,2,,2,9,1,3,,,1,,,2,,2,,6,
4/17/2016,353,,,,2,,,,,,,,2,,,,,1,,,,,,,,,2,,2,,,,,,,,2,4,3,,1,,,,1,1,,,,3,1,,1,1,2,4,,1,1,1,,2,1,,1,2,2,3,3,,,2,,,4,,4,2,8,,,,,5,2,,2,1,,4,5,2,,2,1,,4,,,,,,1,,,,,2,2,1,,1,1,,4,,,,,1,1,1,,,,3,8,5,2,,2,1,,6,,,5,2,,2,1,,5,,2,2,,,4,2
4/18/2016,354,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,1,1,,,,,3,1,,,,,2,,,,,3,1,1,1,1,,3,3,2,1,1,,,,,,2,,,4,,4,4,4,,,,,3,3,2,1,1,,,3,3,2,1,1,,,,,,,,3,1,,,,,3,2,2,1,1,,2,,,,,,3,1,,,,,4,3,3,2,1,1,,,,,3,3,2,1,1,,,,2,,,,4,4
4/19/2016,355,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,1,1,2,2,1,,2,1,1,,,,2,3,,1,1,,2,3,,,,,4,2,,1,,,,,,,,,,4,,2,2,4,,,,,3,3,,2,1,,,3,3,,2,1,,2,,,,,1,1,1,,,,,2,1,,1,,,2,,2,,,2,1,1,,,,,4,3,3,,2,1,,2,,,3,3,,2,1,,,,,,,,4,2
4/20/2016,356,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,6,,1,1,,4,3,,,1,,2,3,,2,,1,1,7,1,,,1,2,3,,3,,,,,,,2,,,2,,2,2,2,,,,,4,4,,1,,1,,4,4,,1,,1,,,,,,4,1,,,1,,,3,2,,1,,,2,,,,,4,3,,,1,,,2,4,4,,1,,1,,,,4,4,,1,,1,,,2,,,,2,2
4/21/2016,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,2,2,2,4,,1,,1,4,2,,1,2,,3,3,1,,,1,,,,,2,,,2,,2,2,2,,,,,4,3,1,1,,2,,4,3,1,1,,2,,,,,,1,1,,,,2,,3,1,1,,,1,2,,,,,1,1,,,2,2,,2,4,3,1,1,,2,,,,4,3,1,1,,2,,,2,,,,2,2
4/22/2016,358,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,1,2,,2,,2,3,2,1,2,,1,4,2,,,,1,,3,3,,,,2,2,2,2,,,,,,2,,,,,,,2,,,,,2,4,2,2,2,,,2,4,2,2,2,,2,,,,,2,3,1,,2,,,,1,1,2,2,,2,,,,,2,3,3,1,2,,,2,2,4,2,2,2,,2,,,2,4,2,2,2,,4,,2,,,,,
4/23/2016,359,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,,3,,2,1,,,1,3,2,1,1,,2,3,4,4,,,1,2,1,3,,,1,1,2,,4,4,,3,,1,,6,,,,,2,5,3,4,1,,1,2,5,3,4,1,,3,,,,2,2,1,1,,,,,1,2,1,3,,,5,,,,,3,1,2,1,,,1,6,2,5,3,4,1,,3,,2,2,5,3,4,1,,2,,4,,4,,3,
4/24/2016,360,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,3,1,1,2,1,,1,2,,1,2,1,,2,1,,1,1,4,2,,3,1,1,2,4,2,2,1,1,1,1,4,,2,2,,3,,3,2,6,,,,,2,4,1,2,2,2,5,2,4,1,2,2,2,5,,,,1,,3,,1,1,1,4,2,3,1,2,1,1,6,,,,,1,3,,1,2,1,6,6,2,4,1,2,2,2,8,,4,2,4,1,2,2,2,7,,2,4,2,,4,2
4/25/2016,361,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2,2,1,,,,2,2,1,3,,,2,,,2,,,3,1,,,,,3,1,,1,,,,,,,4,2,,4,,2,2,4,,,,,3,1,,3,,,,3,1,,3,,,,,,,1,2,2,1,3,,,,3,1,,1,,,3,,,,,2,2,1,3,,,,4,3,1,,3,,,,,,3,1,,3,,,,,4,,2,,4,2
4/26/2016,362,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,,1,,,1,1,1,1,,,5,1,,,,,2,4,,,1,,1,2,,,1,,,,,,2,2,,2,,2,2,6,,,,,4,3,,,1,,2,4,3,,,1,,2,,,,,1,1,,1,,,2,,2,,,1,,4,,,,,2,1,,1,,,2,6,4,3,,,1,,3,,,4,3,,,1,,3,,2,2,2,,2,2
4/27/2016,363,,,,,,,,,,,,,1,,,,1,1,,2,,,,,,,,2,,,,,,,,1,2,1,,,,,6,,,1,,,4,1,1,,1,,,5,1,,1,,,5,,1,,,,,,,2,2,,4,,2,,4,,,,,4,4,1,1,1,,,4,4,1,1,1,,,,,,1,6,,,1,,,,,4,,1,,,1,,,,,6,1,,1,,,2,4,4,4,1,1,1,,,,,4,4,1,1,1,,,,2,,2,,4,
4/28/2016,364,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,1,,,,,,,4,1,1,1,1,,1,3,2,3,,1,1,3,2,3,,,2,4,2,1,,,2,3,1,,1,1,,,,,,,,2,,2,,2,,,,,1,3,3,3,1,1,,1,3,3,3,1,1,,,,,,1,2,1,2,,1,,1,1,1,,1,1,,,1,,,1,3,2,3,,1,2,2,1,3,3,3,1,1,,,,1,3,3,3,1,1,,,,,,,2,
4/29/2016,365,,,,,,,,,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,,3,1,2,1,,1,3,2,1,2,1,1,,,3,,,,2,,1,2,1,,,,,,4,6,,6,,2,,8,,,,,5,2,2,2,1,1,2,5,2,2,2,1,1,4,,,,2,5,1,1,1,,1,2,2,,1,1,1,,6,,,,,5,1,2,1,,1,4,8,5,2,2,2,1,1,5,,,5,2,2,2,1,1,5,,4,2,6,,7,
4/30/2016,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,5,,,1,,3,5,,2,2,,2,5,,2,,,2,5,1,,2,,,2,2,2,,,,,,,2,2,,2,,,,4,,,,,2,5,1,2,1,,2,2,5,1,2,1,,2,,,,1,2,3,,2,1,,2,,2,2,1,,,3,,2,,,3,5,,2,2,,2,4,2,5,1,2,1,,3,,,2,5,1,2,1,,3,,2,2,2,,2,
5/1/2016,367,,,3,,,,,,1,,,,4,,2,,4,4,,,,,,,,,2,,,2,4,,1,,,1,4,8,4,1,1,,6,7,3,,,1,5,7,2,1,,,2,2,5,,,,5,4,4,,1,1,,,2,,2,2,,2,,2,2,2,,,,,9,11,11,1,1,1,2,9,11,11,1,1,1,2,,,,1,10,6,4,,,1,2,4,5,8,,1,1,3,,2,4,,11,7,6,,,1,3,2,9,11,11,1,1,1,3,,2,9,11,11,1,1,1,3,,2,2,2,,3,2
5/2/2016,368,,,,,,,,,1,,,2,,,,,2,1,,,2,,,,2,2,,6,1,1,2,2,,,2,,6,5,4,,2,2,4,2,1,,1,1,4,4,1,1,1,,6,5,5,,2,,2,4,,1,,1,,,2,,2,2,,2,,2,,6,,,,,7,9,6,,1,1,,7,9,6,,1,1,,,,,,3,3,1,,,1,,4,6,3,,,1,2,1,1,2,2,8,3,1,,1,1,3,6,7,9,6,,1,1,,,2,7,9,6,,1,1,,,2,2,2,,2,
5/3/2016,369,1,,1,,,,,,2,2,,,2,,3,2,7,,,,3,,,,2,2,,,2,1,,,,,1,1,8,2,3,4,3,1,6,5,5,2,2,1,4,5,3,1,3,,11,3,,3,2,,7,2,5,,2,,1,1,,2,6,2,2,5,2,1,,4,,,,,11,8,8,1,3,,1,11,8,8,1,3,,1,,,,1,10,5,7,2,2,1,,8,4,4,2,1,,4,2,1,,,15,5,7,2,2,1,1,4,11,8,8,1,3,,1,,,11,8,8,1,3,,1,2,6,,2,2,5,
5/4/2016,370,,,,,,,,,2,1,,,1,,1,2,1,1,,,1,,,,,,,,1,1,,,1,,1,,3,,2,1,,,7,3,2,2,1,,4,,1,2,,1,5,2,4,2,,,5,2,1,3,1,1,1,1,,,2,4,,3,,3,2,6,,,,,9,1,3,3,1,,3,9,1,3,3,1,,5,,,,,8,1,2,1,1,,2,5,1,1,2,1,,5,1,1,,,10,3,3,2,1,,3,6,9,1,3,3,1,,6,,,9,1,3,3,1,,6,,2,2,4,,3,2
5/5/2016,371,2,,,,,,,,,,,,2,,,,1,1,1,,4,,1,,,1,,,2,,1,2,2,,,2,12,6,2,1,1,,10,6,1,3,1,,4,2,4,4,2,,3,3,2,1,1,,12,3,2,1,1,,,,2,,,,,2,,2,,2,,,,,16,4,1,5,3,,,16,4,1,5,3,,,,,,,14,5,2,3,1,,,13,3,,1,1,,2,2,,1,2,16,7,3,3,1,,2,2,16,4,1,5,3,,,,2,16,4,1,5,3,,,,,,,,2,
